geo_id,automation,expected,aui,personal_share,prompt_education,coding_share,auto_resid,country,wave
SE-E,40.6,58.645,,37.38,12.33,25.29,-8.281359362537259,SE,2026-05
SE-M,43.33,57.89343357271093,,42.83,11.89,23.96,-5.517072133925765,SE,2026-05
SE-O,44.19,55.619408569704284,,45.76,11.6,25.62,-4.5533287889394884,SE,2026-05
SG-01,46.26,49.02470399486602,,43.1,12.39,22.45,-2.1824716255901677,SG,2026-05
SG-02,46.06,46.54706614785992,,41.9,12.24,26.14,-2.2694392545418367,SG,2026-05
SG-03,46.4,66.49,,39.88,12.4,26.77,-2.839256281146895,SG,2026-05
SG-04,48.44,52.91872454448018,,40.75,12.55,22.33,-0.18012082325867596,SG,2026-05
SG-05,44.16,53.1506905055487,,35.04,13.15,24.56,-4.470703347501988,SG,2026-05
SI-061,47.49,58.051791821561345,,40.47,11.79,26.96,-1.3642965991010314,SI,2026-05
SK-BL,49.45,53.625873229939316,,48.47,11.02,24.09,0.7976183309128118,SK,2026-05
SK-KI,47.51,62.17534558180227,,43.27,11.59,27.79,-1.5324173364511182,SK,2026-05
SK-NI,50.11,67.16,,40.97,11.36,26.56,0.840177634026027,SK,2026-05
SK-TA,43.37,50.8,,39.96,11.47,24.43,-5.153462443927637,SK,2026-05
SK-ZI,45.64,56.67707150964813,,40.98,11.63,29.74,-3.1515804533287195,SK,2026-05
SN-DK,51.99,51.14054616024397,,28.25,11.3,24.77,3.4510014921596053,SN,2026-05
TH-10,51.94,51.56487031700288,,36.99,11.87,27.78,3.381643390413821,TH,2026-05
TH-11,52.33,66.93666666666667,,35.8,11.79,27.98,3.070366328968383,TH,2026-05
TH-12,52.05,57.66002954209749,,31.82,12.53,29.48,3.2135759965200705,TH,2026-05
TH-13,50.64,60.046956521739126,,33.7,12.22,31.22,1.694681947959218,TH,2026-05
TH-20,53.76,62.99079130434782,,35.6,11.29,29.79,4.680381196194844,TH,2026-05
TH-30,51.64,62.40688707280833,,35.58,11.8,31.09,2.58701950406369,TH,2026-05
TH-41,49.65,66.84581920903953,,43.68,10.9,30.75,0.3945108828432424,TH,2026-05
TH-50,53.14,62.258910212474305,,38.57,11.66,28.59,4.093770359683717,TH,2026-05
TH-83,55.45,62.50764656616415,,39.96,11.41,26.12,6.392422752987507,TH,2026-05
TH-84,53.7,61.38713541666666,,36.56,11.54,24.94,4.693541616935612,TH,2026-05
TN-11,49.56,47.75520109190172,,20.11,12.26,31.57,1.175444394440035,TN,2026-05
TN-61,51.17,46.93746031746032,,21.6,12.03,30.78,2.822750564407407,TN,2026-05
TR-01,48.16,59.927980884109914,,52.47,10.99,28.6,-0.7798902618435761,TR,2026-05
TR-06,48.94,52.2862011478546,,41.18,11.95,27.59,0.34873554061650225,TR,2026-05
TR-07,52.88,52.06804897314375,,45.42,11.18,29.34,4.298687865806691,TR,2026-05
TR-16,51.47,57.809698375870056,,46.99,11.13,29.88,2.6267479513423737,TR,2026-05
TR-27,53.06,67.16,,48.16,11.18,30.99,3.79017763402603,TR,2026-05
TR-33,53.21,61.418624078624084,,42.59,11.36,27.82,4.202105071991603,TR,2026-05
TR-34,49.25,50.61079889358933,,41.52,11.66,27.9,0.7351691039349433,TR,2026-05
TR-35,50.57,54.26388759689924,,46.76,11.23,27.51,1.8885114633584905,TR,2026-05
TR-38,49.25,60.38143377885784,,46.01,11.33,27.71,0.28942275361023206,TR,2026-05
TR-42,53.15,60.12464955577493,,43.56,11.14,27.46,4.201137512334128,TR,2026-05
TW-CHA,45.6,52.531892583120204,,40.5,13.28,25.45,-3.002473153788891,TW,2026-05
TW-HSQ,53.59,67.16,,41.73,13.64,29.08,4.320177634026031,TW,2026-05
TW-HSZ,50.77,66.94478787878788,,39.32,13.61,26.77,1.5099958309704817,TW,2026-05
TW-KHH,50.35,60.4515315718764,,44.32,12.9,27.9,1.386224820643669,TW,2026-05
TW-NWT,50.86,59.737089108910894,,39.83,13.32,28.46,1.9288184160572115,TW,2026-05
TW-TAO,51.13,60.38953569864214,,40.38,13.25,29.66,2.169053135748463,TW,2026-05
TW-TNN,51.05,48.52309449636553,,35.27,13.45,29.13,2.6304123124415284,TW,2026-05
TW-TPE,48.74,49.73200360649169,,40.61,13.3,27.63,0.2652606431753455,TW,2026-05
TW-TXG,49.81,55.51674514200299,,43.55,12.94,26.95,1.071354821567617,TW,2026-05
UA-05,47.87,59.55299516908212,,44.73,10.81,22.87,-1.0527830302398655,UA,2026-05
UA-12,50.22,55.976745589600746,,46.57,10.74,27.0,1.4603691309679547,UA,2026-05
UA-26,47.14,50.8,,43.17,11.1,22.85,-1.383462443927634,UA,2026-05
UA-30,48.32,52.98730523255813,,38.47,11.59,25.34,-0.30324954434716744,UA,2026-05
UA-32,49.29,61.464429671098664,,37.47,11.61,25.74,0.28001537404364285,UA,2026-05
UA-46,47.6,49.703606158833054,,40.41,11.07,22.58,-0.8734438362365893,UA,2026-05
UA-51,50.82,57.39489451476793,,41.03,11.29,26.56,1.9956717274693077,UA,2026-05
UA-53,50.31,58.644999999999996,,46.25,10.65,24.56,1.4286406374627418,UA,2026-05
UA-63,50.22,59.255166666666675,,41.51,11.25,30.06,1.3108042104597644,UA,2026-05
UG-C,55.72,46.93809506126996,,25.19,11.84,23.8,7.372721606746019,UG,2026-05
US-AK,49.83,61.14211009174312,0.51,54.88,11.45,21.99,0.8347199227063484,US,2026-05
US-AL,52.41,49.046620578778146,0.47,53.81,11.26,22.09,3.9665285174501648,US,2026-05
US-AR,53.6,47.691775956284154,0.39,52.53,11.56,23.23,5.218337913955644,US,2026-05
US-AZ,50.91,47.63750325097529,0.95,49.09,11.44,22.15,2.5308138902455894,US,2026-05
US-CA,48.0,48.34788229788229,1.62,47.77,11.87,21.09,-0.4115943279740222,US,2026-05
US-CO,51.09,49.95380121283834,1.41,50.67,11.66,21.23,2.60514200966783,US,2026-05
US-CT,48.59,50.87041570438799,1.07,50.36,11.62,19.88,0.06332511966419219,US,2026-05
US-DC,45.52,49.20197581928094,3.32,42.68,12.68,18.47,-2.9305589474148164,US,2026-05
US-DE,51.22,46.854359526372434,1.05,55.22,11.17,20.46,2.876541707436644,US,2026-05
US-FL,52.74,50.61454746136866,1.05,46.61,11.43,22.19,4.224998090441332,US,2026-05
US-GA,51.2,48.869848732018376,0.93,49.81,11.48,21.17,2.764593029783157,US,2026-05
US-HI,50.06,46.24386029411766,1.14,50.88,11.52,20.09,1.7443933064216708,US,2026-05
US-IA,52.01,48.967258130918076,0.41,47.73,11.78,23.1,3.57014911344028,US,2026-05
US-ID,51.69,52.24454930173508,0.68,48.76,11.53,23.65,3.100635740410077,US,2026-05
US-IL,48.58,48.45737830420338,1.0,50.62,11.6,20.5,0.16341035229845602,US,2026-05
US-IN,50.03,46.28451338716531,0.61,51.29,11.25,21.18,1.712538670764097,US,2026-05
US-KS,50.54,49.14562652563058,0.48,53.07,11.18,22.2,2.0920117649578103,US,2026-05
US-KY,53.04,48.42586764705884,0.39,53.2,11.35,21.64,4.624847900685381,US,2026-05
US-LA,51.89,48.88072411533421,0.48,50.4,11.44,21.03,3.4540968836802293,US,2026-05
US-MA,46.7,46.35266599933266,1.42,48.46,12.13,20.59,-1.6205705210638044,US,2026-05
US-MD,48.08,46.053854039965245,1.09,49.56,11.7,20.55,-0.22693841405281034,US,2026-05
US-ME,49.81,49.60319350473613,0.65,51.34,11.68,21.11,1.3411370916780996,US,2026-05
US-MI,50.23,50.90683898305083,0.61,53.28,11.37,21.67,1.7016634524622631,US,2026-05
US-MN,49.54,48.315359891353566,0.81,54.14,11.27,21.27,1.1298893774539422,US,2026-05
US-MO,51.61,53.75914248871695,0.7,52.6,11.44,22.07,2.951538451108874,US,2026-05
US-MS,52.19,48.8232422907489,0.28,49.51,11.5,22.41,3.7567192632717052,US,2026-05
US-MT,50.97,57.81547445255475,0.58,47.99,11.85,21.81,2.1264844408201142,US,2026-05
US-NC,51.47,49.37994357568917,0.88,51.3,11.5,21.35,3.01132198163166,US,2026-05
US-ND,48.49,47.43392070484582,0.37,49.71,11.65,20.85,0.12010153408784419,US,2026-05
US-NE,51.89,52.47282549728752,0.63,54.72,11.22,20.94,3.2902215470410354,US,2026-05
US-NH,50.51,47.888401179941006,0.88,47.84,11.89,22.31,2.119367670275878,US,2026-05
US-NJ,48.97,46.697178583417255,1.02,48.55,11.72,20.78,0.6337124627136106,US,2026-05
US-NM,50.38,50.83492984693877,0.49,52.89,11.93,22.26,1.8549440207521783,US,2026-05
US-NV,51.63,50.42568860692573,1.13,48.98,11.65,21.63,3.123614024419311,US,2026-05
US-NY,46.9,47.66887036108325,1.55,49.31,11.74,19.45,-1.480617109378798,US,2026-05
US-OH,50.78,47.172949771689495,0.59,52.75,11.45,21.6,2.4220072948046436,US,2026-05
US-OK,52.54,49.38025970319635,0.53,54.0,11.32,22.07,4.081307559571663,US,2026-05
US-OR,49.12,48.86475570032572,1.1,52.87,11.53,20.4,0.6848253790947112,US,2026-05
US-PA,48.8,46.993257198005466,0.8,51.75,11.58,20.9,0.4502050536852735,US,2026-05
US-PR,49.92,48.549810469314075,,42.9,11.33,20.72,1.4991935024484278,US,2026-05
US-RI,48.85,45.78503557744937,0.96,46.28,12.07,21.27,0.5553253589745779,US,2026-05
US-SC,53.5,50.71105352112677,0.51,47.67,11.59,23.19,4.980595385353425,US,2026-05
US-SD,53.91,53.304497461928925,0.37,45.78,11.66,24.44,5.272279821937246,US,2026-05
US-TN,52.76,49.90634002111934,0.69,50.67,11.42,22.12,4.277307237745553,US,2026-05
US-TX,51.07,49.44101378333119,0.95,49.66,11.5,21.5,2.6085358963373437,US,2026-05
US-UT,51.87,50.66067722289892,1.21,50.85,11.47,22.58,3.3528936035697043,US,2026-05
US-VA,49.37,48.39189670932358,1.07,49.59,11.78,21.09,0.9563976895875754,US,2026-05
US-VT,50.54,50.289467989179435,0.87,47.64,12.11,22.53,2.0398285482360734,US,2026-05
US-WA,48.08,49.417631234549944,1.51,54.28,11.6,20.95,-0.3803973678872552,US,2026-05
US-WI,49.69,47.231783255607375,0.59,54.17,11.42,20.96,1.3293232511328412,US,2026-05
US-WV,49.9,53.34720855614973,0.25,50.24,11.92,19.37,1.2603312981626047,US,2026-05
UY-MO,47.96,52.36844235634261,,35.78,11.5,25.81,-0.63501638737592,UY,2026-05
UZ-TK,53.18,48.92047432650242,,44.22,9.29,23.31,4.742283438416855,UZ,2026-05
VN-39,53.62,61.279999999999994,,29.56,11.8,30.61,4.618429244150256,VN,2026-05
VN-DN,49.88,57.51787802840434,,29.27,12.25,29.39,1.0500610938720811,VN,2026-05
VN-HN,50.12,53.175312707182336,,23.74,12.83,29.68,1.4881733624923967,VN,2026-05
VN-HP,53.86,61.02869706840389,,29.81,11.94,26.22,4.869893940753933,VN,2026-05
VN-SG,51.06,50.08573621901592,,25.95,12.58,28.91,2.5691229998312863,VN,2026-05
ZA-EC,42.74,67.16,,26.37,12.17,21.82,-6.5298223659739705,ZA,2026-05
ZA-GP,51.88,46.86095294582838,,30.77,11.74,23.82,3.536240908901739,ZA,2026-05
ZA-KZN,54.11,56.357180616740095,,32.64,11.44,22.39,5.333013296175814,ZA,2026-05
ZA-WC,50.03,54.73409422694095,,29.24,12.29,24.32,1.3270601562837,ZA,2026-05
